subj,v_pre,v_max,alpha,v_amplitude,v_tonic_mean,tonic_threat_slope,n_enc_trials,z,kappa,beta
220,0.54513365,0.5544224094635687,19.999999999999883,0.009288759160681725,0.6797135,-0.29183998703956543,42,0.7947182298768464,1.1365016456360095,1.1127075239661768
221,0.17234863,0.7985927913550102,0.04017561697995017,0.6262441579464637,0.14998825,0.46619946137070667,37,0.2302258584108616,2.888302470547506,0.7474796747009446
222,0.17276184,0.9066946596283524,0.06336604694615355,0.7339328170199005,0.30144864,-0.12816529721021627,41,0.4406108300472743,1.2416785752612696,3.347997242830664
223,0.5477391,1.8174317858136966,0.05035086686323332,1.2696926972783877,0.5078831,-0.6633646786212918,41,0.1946612518953654,1.5384854949484463,0.2118887273246438
224,0.27338636,0.8156125264217492,0.11919946189604762,0.5422261672069665,0.32790664,0.037425868213176894,39,0.1396488265260136,1.097722246452638,0.259444327570539
225,0.8790303,0.8923346275242601,19.999999944967755,0.013304340258482483,0.902434,0.31965240836143555,41,0.2148553740420773,0.7329044809877985,1.230422552236248
226,1.0443604e-09,0.8072102101958785,0.033109434589833786,0.8072102091515181,0.048161656,-0.10134725831449025,39,0.4021457983368288,4.627052259425394,2.8386246608522296
227,0.18032633,0.9031836437081572,0.04996140496237822,0.7228573160266157,0.25418204,-0.3603340230156958,38,0.1712605511943715,2.909138589758342,0.3426931411472839
228,0.14531046,0.7116589688358728,0.02772302055976891,0.5663485073147241,0.1423266,0.025774240493774633,41,0.5083152773792681,1.9257580007494128,0.4808890319663476
229,0.1567002,0.9178440533703381,0.052329559137875986,0.7611438594883496,0.37003702,-0.4856266826391215,42,0.2040251210539913,0.4410354441394755,1.6900758136243943
230,0.83754534,0.8375453352928163,0.010000000000001083,1.1102230246251565e-16,0.68279445,0.4474059492349634,39,0.2563690298935323,2.038457285409068,1.4308284010194443
231,0.108945966,0.8051320662029642,0.04215604152252361,0.6961861004360574,0.19595194,-0.32253831617745476,39,0.2324939005571269,0.9055099980526112,1.1868154372961883
232,9.70546e-12,0.8651158798946603,0.01418894066839136,0.8651158798849549,0.0,0.0,41,0.2659857038039191,1.942676504344308,0.2346553948000242
233,0.07389123,0.836390197631897,0.06745885019909553,0.7624989677043572,0.31526378,-0.24665327742695764,41,0.6814380978211271,0.6068557585789693,1.0301390001670585
234,1.011358,1.055996013715103,0.12859201431648332,0.04463799102528365,0.91210747,-0.06420113146304983,41,0.3633194005726413,2.264972738123816,2.518625516103385
235,0.10183022,0.7391251649918834,0.04470826345869922,0.6372949432792941,0.0844683,-0.12962042354047287,39,0.214844622980102,1.4777756959188293,0.3155608269164669
236,0.5736918,0.7349023075454436,0.4072130765445415,0.16121052220990284,0.6589781,-0.40760874748229897,41,0.2918073410921864,1.3515462679015424,1.643228009201578
237,0.8736495,0.9528403115871521,19.99999999998094,0.0791908336284729,0.97776777,0.1418770849704751,41,0.362261556615649,1.640038968701597,0.3948047622028128
238,0.10840165,0.9591549165146114,0.029591566128007087,0.8507532678143741,0.05545123,-0.1261406112462281,37,0.1634337793752095,0.579206265865952,0.3827998928585288
239,0.12500559,0.8398641330914651,0.01916146959054432,0.7148585451560174,0.042394914,-0.0474971880612429,39,0.2396151144318414,2.2366849313401116,0.2718360939172165
240,0.6921982,0.692198216915169,19.99998630079737,3.8413716652030416e-14,0.64334905,-0.07392600178718516,39,0.3574693084697175,4.507809411511942,0.4914592340752256
241,0.45231807,0.8472664729122057,0.022910141624221076,0.39494840059317493,0.16374044,0.062286034226417625,38,0.4731169013381047,0.8944754445136843,0.6820175518824886
