window,predictor,bin,bin_mid,beta,p
encounter,threat_c,38,1.8500000000000034,0.04530371288583845,3.5154739392493403e-19
encounter,threat_c,39,1.9500000000000035,0.040651738251710944,1.7704126485386703e-15
terminal,z_z,0,0.05,-0.009031829480816355,0.0006741674008893324
terminal,z_z,1,0.15000000000000002,-0.009522106620131402,0.00035180603715167223
terminal,z_z,2,0.25,-0.01000623551549522,0.00023498436269292424
terminal,z_z,3,0.35000000000000003,-0.013871271943054438,0.01879278910894683
terminal,z_z,4,0.45,-0.024258896331912208,0.075010929376787
terminal,z_z,5,0.55,-0.031506583387099774,0.04246368033422811
terminal,z_z,6,0.6500000000000001,-0.02783924080887866,0.04504984797351257
terminal,z_z,7,0.75,-0.02427863010316282,0.08746054617138006
terminal,z_z,8,0.8500000000000001,-0.02514672688107957,0.08463810475156078
terminal,z_z,9,0.95,-0.02422005762156666,0.09525564594022184
terminal,z_z,10,1.05,-0.024438371451481686,0.08593488742684105
terminal,z_z,11,1.1500000000000001,-0.0246314746914074,0.07294250839671249
terminal,z_z,12,1.25,-0.023597398098356495,0.08053086330917018
terminal,z_z,13,1.35,-0.023458808122716456,0.07893674115756134
terminal,z_z,14,1.4500000000000002,-0.023237163448648405,0.09003671476595095
terminal,z_z,15,1.55,-0.02316386940502584,0.09030835332648025
terminal,z_z,16,1.6500000000000001,-0.022045203209640665,0.09439030431472295
terminal,z_z,17,1.75,-0.021112805598492365,0.09302155263324666
terminal,z_z,18,1.85,-0.021740294944202102,0.07348114645743939
terminal,z_z,19,1.9500000000000002,-0.020816403314699465,0.10017023674345456
terminal,z_z,20,2.05,-0.019385771348818425,0.1336868488318913
terminal,z_z,21,2.1500000000000004,-0.018644924283287373,0.14701193364289358
terminal,z_z,22,2.25,-0.01775375834919076,0.15962964112249234
terminal,z_z,23,2.3500000000000005,-0.016217684763430315,0.1926372017426744
terminal,z_z,24,2.45,-0.014893231766257748,0.21964830130320456
terminal,kappa_z,0,0.05,0.009698104756999022,0.00029353240958159097
terminal,kappa_z,1,0.15000000000000002,0.00896594217261957,0.0008448315211656026
terminal,kappa_z,2,0.25,0.0075859893826858375,0.005679602070403432
terminal,kappa_z,3,0.35000000000000003,0.0038652400335155842,0.5160780879575817
terminal,kappa_z,4,0.45,-0.005552892515170755,0.6860466421923921
terminal,kappa_z,5,0.55,-0.017708426097844725,0.2580048485889056
terminal,kappa_z,6,0.6500000000000001,-0.022777703718427144,0.1038470683807
terminal,kappa_z,7,0.75,-0.021746306847253566,0.12894764912025938
terminal,kappa_z,8,0.8500000000000001,-0.021571467162865277,0.14232009308605773
terminal,kappa_z,9,0.95,-0.021925612048562828,0.13413564728424524
terminal,kappa_z,10,1.05,-0.02251188450486782,0.11664248874657965
