rho_log_k_log_beta,rho_log_k_alpha,rho_log_k_delta,rho_log_beta_alpha,rho_log_beta_delta,rho_alpha_delta
-0.11579446,0.3580112,-0.72919565,-0.3004937,0.73493683,-0.25584954
-0.15463248,0.40173802,-0.67341214,-0.36414787,0.7812011,-0.24134849
-0.16914313,0.42287654,-0.7095472,-0.37384886,0.73360324,-0.21051154
-0.14209715,0.36874598,-0.73657477,-0.31831715,0.73768246,-0.25019926
-0.2268716,0.39213547,-0.7554399,-0.34505287,0.7563553,-0.22835723
-0.16903096,0.34918904,-0.7005986,-0.33159688,0.77765656,-0.2085252
-0.1433444,0.38978684,-0.7419232,-0.35057715,0.73218304,-0.30376124
-0.11412383,0.3909971,-0.72534096,-0.28314278,0.7061231,-0.18432443
-0.18307802,0.38347325,-0.6895917,-0.35643995,0.8022555,-0.26756465
-0.167415,0.41773522,-0.7711035,-0.3088199,0.7192886,-0.2793377
-0.102261,0.3345863,-0.69929546,-0.3038462,0.7588877,-0.25935975
-0.21696456,0.32162634,-0.6763339,-0.2983722,0.8057917,-0.11152989
-0.1215337,0.39541033,-0.7529679,-0.27989975,0.6826784,-0.18912856
-0.18037087,0.41377074,-0.7532046,-0.36300904,0.70987296,-0.22210371
-0.14890796,0.35755643,-0.7276032,-0.26282036,0.7338141,-0.15393893
-0.21675001,0.35934946,-0.7188628,-0.34536365,0.78518486,-0.20704481
-0.18880722,0.40802783,-0.69639015,-0.3745917,0.8033553,-0.30729607
-0.14633414,0.35657734,-0.71954054,-0.322382,0.73737776,-0.19292678
-0.1701735,0.41113502,-0.75053716,-0.3154967,0.74178183,-0.27626804
-0.26137677,0.42102712,-0.70290893,-0.37193677,0.82753235,-0.26799202
-0.19143033,0.37975973,-0.71348184,-0.3475047,0.7911549,-0.275513
-0.14477181,0.42466956,-0.7509148,-0.31642795,0.6792093,-0.18983793
-0.15797228,0.38276055,-0.71307653,-0.31463924,0.7681549,-0.24523701
-0.20936804,0.37126708,-0.72333235,-0.34922373,0.73166263,-0.1222195
-0.1056871,0.3923526,-0.7047954,-0.33636588,0.75477594,-0.32299355
-0.1877518,0.35005978,-0.69905156,-0.33741134,0.756554,-0.13024318
-0.26324263,0.36959147,-0.7532511,-0.3889734,0.761052,-0.18906799
-0.33610436,0.35241002,-0.7575461,-0.36268875,0.84893894,-0.28666258
-0.1559953,0.38955733,-0.7560917,-0.2831031,0.7165196,-0.215049
-0.05613956,0.30080155,-0.671345,-0.2786007,0.72243774,-0.12660441
-0.17484981,0.35835144,-0.74690384,-0.32012582,0.75052375,-0.24209373
-0.1490305,0.33121413,-0.74466944,-0.28901464,0.7259425,-0.18332568
-0.154998,0.37417346,-0.766489,-0.3194582,0.7220011,-0.27601996
-0.22410432,0.4040932,-0.7170524,-0.40616998,0.78319913,-0.2643879
-0.07758221,0.35743162,-0.66378045,-0.3102358,0.7460774,-0.1962064
-0.106739506,0.3903703,-0.6850211,-0.31684476,0.7423116,-0.2117435
-0.22358245,0.42522618,-0.7511615,-0.3645562,0.77018,-0.29228795
-0.16839318,0.37476683,-0.73701775,-0.30648944,0.7112473,-0.14253181
-0.20676583,0.3645724,-0.73831147,-0.3646683,0.7490545,-0.20308335
-0.20152551,0.3608275,-0.72030276,-0.34393993,0.80428505,-0.30163974
-0.19995087,0.40226105,-0.6670464,-0.36351442,0.7766056,-0.15397298
-0.10404897,0.34363917,-0.7122649,-0.28420717,0.74005914,-0.22431691
-0.24206275,0.35156542,-0.69734484,-0.36349246,0.8269355,-0.23814175
-0.16103892,0.34707153,-0.6921937,-0.33413407,0.7839161,-0.22112355
-0.21939045,0.37372375,-0.71096677,-0.35151368,0.8001925,-0.2350483
-0.24762113,0.38910884,-0.75790536,-0.3395966,0.7979135,-0.30681926
-0.13675511,0.40313715,-0.7228991,-0.3367623,0.71924835,-0.21716568
-0.30193275,0.37224615,-0.692902,-0.42730832,0.86872196,-0.31097668
-0.14356944,0.3848945,-0.7356072,-0.32463202,0.72910523,-0.23580198
-0.21892633,0.41650042,-0.7856463,-0.32453793,0.70653695,-0.20726445
-0.1344582,0.32764012,-0.7135823,-0.34617087,0.7523017,-0.2338521
-0.14842635,0.39622355,-0.7577292,-0.353485,0.70667344,-0.2686515
-0.1403921,0.35022095,-0.73012644,-0.31672856,0.7279053,-0.19433363
-0.15023252,0.43071088,-0.76622576,-0.3094951,0.6740683,-0.20583346
-0.16056237,0.43097556,-0.71864235,-0.32375494,0.77995366,-0.34490258
-0.101861924,0.37459564,-0.69246453,-0.33400708,0.7492212,-0.25834048
-0.20787916,0.40851766,-0.7567191,-0.3198473,0.7405858,-0.22158216
-0.16990504,0.3622782,-0.72750753,-0.32138067,0.7760957,-0.28271544
-0.13078293,0.39028218,-0.70223564,-0.3021643,0.71951044,-0.1484954
-0.18766879,0.39751184,-0.7807468,-0.3169853,0.7191065,-0.25959626
-0.26994565,0.3840898,-0.7655011,-0.36714894,0.78526294,-0.2650665
-0.16184595,0.40626192,-0.76668453,-0.31224293,0.70198965,-0.22839579
-0.2607369,0.42518044,-0.755088,-0.3709584,0.77539015,-0.25706184
-0.0807878,0.35565495,-0.71800673,-0.2907383,0.70480484,-0.20146833
-0.22702067,0.3821863,-0.75322306,-0.342949,0.7668859,-0.23556271
-0.26459426,0.409252,-0.7938402,-0.3538239,0.7515765,-0.27025867
-0.14276458,0.3504958,-0.6998455,-0.32831472,0.77201486,-0.24521686
-0.17764312,0.35360095,-0.73600304,-0.30916688,0.7719582,-0.26044613
-0.19738111,0.3815074,-0.7384613,-0.31927288,0.7535786,-0.20262173
-0.17735644,0.39969885,-0.69544387,-0.3622347,0.782779,-0.25655186
-0.2887995,0.40671912,-0.8016445,-0.34070817,0.7640301,-0.2651211
-0.28401068,0.3834307,-0.7542073,-0.33211717,0.80555034,-0.23476839
-0.18331431,0.39281082,-0.6937807,-0.35091707,0.792364,-0.25009426
-0.3078158,0.3714488,-0.7566372,-0.33929777,0.79563785,-0.17772089
-0.22311257,0.3637035,-0.7072218,-0.3668095,0.78019345,-0.17771605
-0.21656168,0.36877754,-0.7708344,-0.3081559,0.7526326,-0.2335544
-0.18571134,0.38918358,-0.7351382,-0.33430535,0.7585252,-0.24737507
-0.22817823,0.4268136,-0.7599639,-0.3345178,0.75779355,-0.25815314
-0.22887935,0.35457727,-0.70933163,-0.29714334,0.8137269,-0.20209023
-0.20245324,0.36931112,-0.71657854,-0.34848076,0.7914037,-0.25303623
-0.21180512,0.43366846,-0.7435072,-0.38812312,0.7532469,-0.2767923
-0.13404234,0.33548886,-0.6725867,-0.32041284,0.7827609,-0.20711352
-0.19230476,0.36975476,-0.7004271,-0.37920552,0.8069996,-0.30199206
-0.17125511,0.4079812,-0.744794,-0.3152907,0.7371831,-0.2404289
-0.1464115,0.3961823,-0.678315,-0.34255245,0.7594764,-0.19430849
-0.22545785,0.3677858,-0.70917016,-0.32115245,0.78563374,-0.15829799
-0.10818177,0.37556833,-0.7623201,-0.2969172,0.67122984,-0.21023197
-0.107411236,0.42621794,-0.7493225,-0.30954817,0.7013919,-0.29818732
-0.19579889,0.41432217,-0.769378,-0.31486994,0.7332279,-0.25883552
-0.0880237,0.3884995,-0.67744297,-0.3342803,0.72881526,-0.20719236
-0.188786,0.37547162,-0.76344866,-0.33994487,0.72197104,-0.21473573
-0.19223316,0.40195778,-0.7178799,-0.3410591,0.76813483,-0.2265499
-0.17817245,0.40060103,-0.7439801,-0.36246383,0.7143465,-0.20527384
-0.22047694,0.3839999,-0.6719343,-0.36101517,0.8127438,-0.1992414
-0.23284902,0.3774322,-0.7498628,-0.34280086,0.76806724,-0.2179649
-0.20937917,0.40207118,-0.7498737,-0.32332367,0.75665796,-0.23621938
-0.19703369,0.3604261,-0.74525434,-0.28265047,0.7627919,-0.21572174
-0.14257514,0.31975898,-0.66005987,-0.34452263,0.7782891,-0.1591438
-0.21078075,0.37598717,-0.71508545,-0.32374102,0.79668933,-0.23134606
-0.05037283,0.29377076,-0.6743222,-0.2767632,0.65853864,-0.003733188
-0.18432309,0.3409012,-0.6794698,-0.3727566,0.8171437,-0.2748205
-0.11254823,0.43456846,-0.73203903,-0.32248816,0.7004192,-0.25598317
-0.16583388,0.45104128,-0.74325687,-0.30827144,0.71194834,-0.21753502
-0.084769,0.37170148,-0.7466875,-0.26010573,0.6779757,-0.2077855
-0.16511375,0.4402943,-0.7465488,-0.33752912,0.6764826,-0.17442861
-0.31344393,0.3698798,-0.7330072,-0.3730172,0.8099725,-0.17215806
-0.12382578,0.42066416,-0.71084064,-0.3247091,0.7208731,-0.22526553
-0.1474026,0.36228424,-0.741058,-0.32996047,0.7271891,-0.2273742
-0.15510447,0.36342767,-0.75963163,-0.3314015,0.72591794,-0.26326135
-0.14727595,0.37249187,-0.68064815,-0.33923247,0.78055406,-0.2296829
-0.07879488,0.35505155,-0.7177657,-0.2732229,0.6992255,-0.18085384
-0.24811313,0.38703492,-0.8146106,-0.32729137,0.73007756,-0.27835447
-0.22661304,0.38961455,-0.79621786,-0.32445237,0.72347033,-0.24459757
-0.22884811,0.3525449,-0.6851683,-0.36932364,0.81233966,-0.19655804
-0.25118944,0.38023624,-0.69800454,-0.3748826,0.8097343,-0.21198405
-0.19756913,0.36839765,-0.71603227,-0.3067278,0.7753329,-0.18965323
-0.22650483,0.43409964,-0.7760437,-0.36269683,0.71804965,-0.23468351
-0.18631445,0.37891975,-0.77147925,-0.31282198,0.73674875,-0.2671889
-0.27240238,0.4169519,-0.75972867,-0.35556045,0.78780884,-0.2740441
-0.24436413,0.43111354,-0.7292893,-0.3479041,0.7893839,-0.249415
-0.1708771,0.3400951,-0.6704172,-0.33202222,0.78685296,-0.1595448
-0.0740505,0.3384679,-0.6555916,-0.30027822,0.7313793,-0.12593925
-0.21549425,0.37794358,-0.69327885,-0.38594598,0.80660295,-0.2564965
-0.15478529,0.35138148,-0.7087043,-0.3263743,0.74717265,-0.17482418
-0.1936843,0.4090366,-0.78972507,-0.3148055,0.71581185,-0.2710057
-0.17476971,0.39635214,-0.74603075,-0.30742112,0.719946,-0.18464091
-0.14046477,0.39594632,-0.7689133,-0.3100247,0.69123197,-0.23773482
-0.3042903,0.43474796,-0.74427503,-0.39882758,0.8018168,-0.2510041
-0.196662,0.38909167,-0.7657654,-0.33115005,0.74063575,-0.25728682
-0.14365327,0.3711127,-0.71542466,-0.29601866,0.7660626,-0.25659323
-0.1689431,0.42506382,-0.67631096,-0.36112934,0.7656754,-0.20688194
-0.2211601,0.45093971,-0.7660718,-0.3421796,0.71746135,-0.22140428
-0.20232077,0.33589157,-0.7097809,-0.32387203,0.7864734,-0.1920776
-0.20618086,0.46092445,-0.7297096,-0.35059702,0.77620816,-0.2996127
-0.23818402,0.44085765,-0.7410233,-0.3500709,0.769206,-0.23996058
-0.25281647,0.3846292,-0.7123743,-0.37776276,0.81878114,-0.26476532
-0.19137716,0.33660024,-0.7040211,-0.32394674,0.77156085,-0.14941615
-0.111355044,0.41042998,-0.72809213,-0.28724906,0.6881046,-0.17592785
-0.07965772,0.3490878,-0.73897463,-0.27614465,0.6863914,-0.20107539
-0.26562086,0.4341888,-0.78647053,-0.376368,0.76999605,-0.322944
-0.10133409,0.342883,-0.67930734,-0.28840527,0.74358654,-0.15886973
-0.23539566,0.41288057,-0.7726471,-0.34261596,0.73507476,-0.2181014
-0.19531105,0.34467342,-0.68826014,-0.3434092,0.7884195,-0.17048329
-0.211972,0.3461588,-0.712126,-0.2824939,0.7949359,-0.16933909
-0.17350842,0.38401482,-0.72564894,-0.35368702,0.7227452,-0.17263377
-0.20075662,0.38341087,-0.777351,-0.28958187,0.7421528,-0.25619966
-0.1814668,0.3722761,-0.74790215,-0.3328415,0.76184535,-0.2852195
-0.19247511,0.38904348,-0.73861563,-0.30341098,0.7510504,-0.2024453
-0.19827437,0.3337678,-0.7190578,-0.35872844,0.7991456,-0.27598745
-0.17299132,0.36112007,-0.67105615,-0.3341352,0.8247296,-0.28742158
-0.26212862,0.4139327,-0.7780512,-0.35294545,0.7661313,-0.26804215
-0.20739068,0.42032552,-0.7425801,-0.30832857,0.7533314,-0.21676882
-0.09762936,0.36537996,-0.6913582,-0.3066504,0.73257905,-0.19643639
-0.13251539,0.35634395,-0.7282309,-0.29798573,0.73324585,-0.21663257
-0.22810711,0.38366917,-0.72814596,-0.33464968,0.7917637,-0.23668794
-0.26988754,0.39961565,-0.7703927,-0.32500258,0.77658653,-0.23044302
-0.26956946,0.36679012,-0.7584573,-0.35243425,0.80770475,-0.2876119
-0.23582275,0.4229592,-0.7899506,-0.28845555,0.735818,-0.23905148
-0.2027576,0.35011,-0.75550866,-0.3438977,0.74712175,-0.21950392
-0.2036777,0.3955293,-0.76388824,-0.35304126,0.7252833,-0.22155431
-0.2191347,0.37174824,-0.69770056,-0.36394832,0.8090614,-0.24195912
-0.2584493,0.39983454,-0.73548114,-0.36899367,0.80425787,-0.26587194
-0.19783497,0.4189808,-0.7167458,-0.3654498,0.7675436,-0.24896376
-0.091679074,0.38489592,-0.69224185,-0.3511556,0.74280316,-0.28905755
-0.22042952,0.34732878,-0.7789959,-0.34851074,0.7465738,-0.24501786
-0.13582025,0.3819056,-0.6817611,-0.3617667,0.7623888,-0.23212563
-0.1459996,0.36205167,-0.69622874,-0.34767178,0.76172435,-0.22274978
-0.15846391,0.3690048,-0.75648385,-0.30020288,0.72001684,-0.21802433
-0.15666606,0.3880511,-0.7620194,-0.2906214,0.7147569,-0.22715372
-0.31587178,0.4386906,-0.7569057,-0.37316924,0.81841946,-0.28630555
-0.28970397,0.40494698,-0.74858934,-0.35676202,0.81549317,-0.2716952
-0.21424338,0.35772797,-0.7438067,-0.2889576,0.7764983,-0.20873377
-0.09425036,0.37251404,-0.76866484,-0.21783766,0.6671868,-0.19163924
-0.19806165,0.3963877,-0.7667894,-0.32704613,0.7366098,-0.24768035
-0.18439321,0.38634077,-0.72851735,-0.31689143,0.77671736,-0.26613194
-0.2390897,0.42882508,-0.76442796,-0.36228347,0.76176155,-0.28279692
-0.18423112,0.41053906,-0.7567594,-0.32873076,0.7415277,-0.27343094
-0.092149936,0.35953894,-0.730693,-0.3079517,0.7217182,-0.28227407
-0.13532767,0.37174785,-0.7425582,-0.33270898,0.7322336,-0.28142527
-0.18118244,0.36712056,-0.76523304,-0.3248786,0.72693187,-0.23323795
-0.09055214,0.38889474,-0.75046,-0.3114852,0.6938921,-0.29285127
-0.30083376,0.4472128,-0.80314595,-0.3434773,0.78396714,-0.33332038
-0.19526449,0.3478553,-0.7648054,-0.31460938,0.7507138,-0.24409565
-0.14157896,0.3857593,-0.7324209,-0.33228886,0.73356134,-0.25020695
-0.17842071,0.39005393,-0.75291055,-0.37541214,0.72530603,-0.2488655
-0.14257747,0.39708775,-0.7180909,-0.36183238,0.7524613,-0.29239038
-0.20167911,0.32422575,-0.7246536,-0.31684768,0.79636437,-0.23835821
-0.27401015,0.35397214,-0.7330603,-0.36492532,0.8069932,-0.21074577
-0.12090173,0.3941056,-0.7324321,-0.30216601,0.7197956,-0.2418641
-0.15212268,0.35383758,-0.73193717,-0.32099143,0.7588858,-0.27197075
-0.13243593,0.41912732,-0.739278,-0.32339826,0.7359227,-0.31540766
-0.21637237,0.37408978,-0.7173518,-0.32847336,0.81227434,-0.28206235
-0.13079873,0.3850951,-0.6878039,-0.30154297,0.75892913,-0.20074767
-0.17704996,0.3399554,-0.7171174,-0.32323417,0.7683052,-0.19790043
-0.12374569,0.3568251,-0.7578271,-0.2588859,0.7132739,-0.23745537
-0.25099483,0.368352,-0.73687696,-0.3621229,0.78218627,-0.20313516
-0.20382345,0.33683425,-0.6723718,-0.3377407,0.7915377,-0.12862325
-0.17306419,0.37840885,-0.7616946,-0.33199725,0.72510827,-0.2435689
-0.16059867,0.33918002,-0.72132707,-0.30387458,0.7535642,-0.18485214
-0.19750124,0.32043597,-0.70849526,-0.33367178,0.78915936,-0.18935284
-0.15867907,0.34775707,-0.73866606,-0.31891412,0.7438871,-0.22443008
-0.0718616,0.34495574,-0.646186,-0.36417505,0.7785479,-0.29303357
-0.21168844,0.39226255,-0.7530793,-0.34249544,0.72272617,-0.17365828
-0.2369902,0.43110693,-0.7613046,-0.38883725,0.70871,-0.19047046
-0.1435685,0.38063008,-0.7231178,-0.29878873,0.7435728,-0.2197725
-0.25159174,0.34668523,-0.75750506,-0.35775238,0.7751194,-0.21333817
-0.035878997,0.32890996,-0.7312492,-0.24673665,0.650076,-0.14059275
-0.25435716,0.42234582,-0.75272554,-0.34964544,0.7784154,-0.25079605
-0.22680163,0.34604916,-0.7749508,-0.3490832,0.7561671,-0.24597307
-0.18158849,0.41483492,-0.7499722,-0.32126322,0.72841424,-0.22397998
-0.13514002,0.36715156,-0.7097369,-0.27821076,0.74913144,-0.19551152
-0.14270696,0.3881649,-0.7282075,-0.27491844,0.73828363,-0.21246886
-0.22857693,0.37495783,-0.6835776,-0.38249496,0.8075618,-0.2067008
-0.21069477,0.42088297,-0.73947054,-0.3664177,0.7477226,-0.2319361
-0.16485448,0.3824543,-0.7783757,-0.32799995,0.71344644,-0.27990216
-0.17766124,0.44010058,-0.7597323,-0.35053098,0.7244687,-0.2880866
-0.27875525,0.39385647,-0.7704593,-0.36860093,0.78932333,-0.2760477
-0.16994818,0.392666,-0.7475967,-0.31414968,0.7234912,-0.20664117
-0.21500582,0.35716426,-0.7075846,-0.31094328,0.79912543,-0.20029867
-0.1666068,0.42761287,-0.71507263,-0.3596726,0.75514555,-0.26715922
-0.20253912,0.37828267,-0.7003567,-0.3528783,0.8064499,-0.26318312
-0.23155728,0.35968363,-0.7724619,-0.31688502,0.7509648,-0.20661661
-0.25310856,0.3767398,-0.76408964,-0.2853073,0.725093,-0.09271979
-0.15683155,0.38242796,-0.7704505,-0.24417543,0.68359345,-0.14662495
-0.09777393,0.42370817,-0.72778803,-0.29532826,0.6828954,-0.2076453
-0.15114632,0.3634187,-0.68166673,-0.35108128,0.7942364,-0.27069965
-0.22975267,0.37650427,-0.73801714,-0.35588956,0.75034237,-0.16773826
-0.1951192,0.31542277,-0.71640074,-0.32849875,0.764754,-0.14597932
-0.15076792,0.4141979,-0.7131862,-0.34626466,0.7440059,-0.24646756
-0.17089567,0.38507694,-0.6863808,-0.34137207,0.78919065,-0.23616095
-0.11102876,0.3340529,-0.650473,-0.38691,0.77603716,-0.22980131
-0.1430605,0.40123537,-0.7549006,-0.32085437,0.6893673,-0.20734164
-0.15686023,0.40692794,-0.7283185,-0.33742648,0.7414089,-0.25020975
-0.13408442,0.35394168,-0.7074238,-0.33181012,0.75615484,-0.23843947
-0.18420683,0.46696442,-0.7510093,-0.31861567,0.70660627,-0.2170139
-0.20073664,0.40725493,-0.7422332,-0.32583725,0.75228226,-0.22707608
-0.17367914,0.38454133,-0.74602455,-0.27773273,0.74438214,-0.229617
-0.26342723,0.30649602,-0.73140925,-0.32461622,0.7631022,-0.06413174
-0.15806338,0.3554696,-0.6745353,-0.33983952,0.7892395,-0.21147181
-0.14080143,0.34439337,-0.71309984,-0.28043407,0.73127073,-0.13410372
-0.12163648,0.36202574,-0.7161635,-0.2988834,0.7433513,-0.24647719
-0.28285572,0.412778,-0.7011189,-0.3793349,0.77580404,-0.1246098
-0.11629821,0.41698262,-0.75351876,-0.29955584,0.6948668,-0.25915158
-0.084857665,0.40841785,-0.7658567,-0.2983336,0.6666075,-0.2837977
-0.29233897,0.41913712,-0.79169315,-0.342613,0.76033545,-0.23502712
-0.17166491,0.3697462,-0.7234757,-0.30266744,0.77240056,-0.2425736
-0.09920151,0.31137687,-0.682521,-0.2773365,0.758721,-0.17741485
-0.11984144,0.31137717,-0.65445566,-0.35125625,0.7840952,-0.20485018
-0.1731452,0.4382367,-0.719294,-0.3850167,0.7430637,-0.26285118
-0.113974705,0.38141042,-0.69732046,-0.3394021,0.73053676,-0.20963395
-0.13295084,0.3962902,-0.7374742,-0.3065133,0.70767784,-0.21165624
-0.12659594,0.32628682,-0.66565967,-0.31535253,0.7925865,-0.22530937
-0.25170353,0.3486664,-0.74404263,-0.29515138,0.7957913,-0.18930739
-0.16750626,0.40067247,-0.67488915,-0.32539254,0.74507,-0.12008974
-0.16276075,0.36154604,-0.7648403,-0.25080478,0.72533256,-0.2086562
-0.12198047,0.3719062,-0.70086706,-0.30414593,0.73538524,-0.18427584
-0.23170842,0.39602807,-0.73338014,-0.34448975,0.7858484,-0.23900211
-0.23296209,0.45125207,-0.7515018,-0.34410325,0.7467914,-0.2285878
-0.21584897,0.33937684,-0.7318843,-0.29222012,0.77533495,-0.16455679
-0.18637376,0.3760176,-0.74734,-0.32326254,0.7233206,-0.17143011
-0.15602612,0.38637683,-0.7740653,-0.29867452,0.6992114,-0.23762313
-0.19862776,0.3702417,-0.7443869,-0.31861869,0.7744527,-0.27048835
-0.11143732,0.3492765,-0.709868,-0.28818652,0.71320426,-0.1403454
-0.21741508,0.3689165,-0.7322266,-0.3454976,0.80121857,-0.3063482
-0.11544817,0.38608924,-0.73133594,-0.31336248,0.7234069,-0.25839272
-0.18809658,0.4438253,-0.770826,-0.29937187,0.69183147,-0.19637918
-0.12533182,0.3854402,-0.69363385,-0.31756774,0.76272905,-0.25631618
-0.27693227,0.41441792,-0.7603164,-0.37001827,0.802253,-0.30072063
-0.16447598,0.38860574,-0.7113465,-0.33096957,0.753479,-0.21443667
-0.1820977,0.37836,-0.76644975,-0.31783783,0.7082141,-0.19117479
-0.1460127,0.34391254,-0.7278173,-0.3367873,0.72849447,-0.19500884
-0.261525,0.37695268,-0.7531468,-0.39565158,0.80405754,-0.32175875
-0.14454894,0.38865054,-0.7482486,-0.334201,0.7384085,-0.30872628
-0.07676055,0.36175212,-0.68720675,-0.36284688,0.7040168,-0.19480431
-0.3493019,0.35730827,-0.7599772,-0.37992176,0.84359854,-0.2584472
-0.14805172,0.38199964,-0.71335375,-0.34452486,0.7550178,-0.253071
-0.17102718,0.38075906,-0.7006368,-0.33057654,0.7786551,-0.23123524
-0.19044504,0.41917536,-0.7398755,-0.36869758,0.765509,-0.3159144
-0.17606321,0.4021987,-0.7542011,-0.3262728,0.69612086,-0.17098331
-0.16790804,0.41466093,-0.7475234,-0.3317739,0.7177707,-0.22918576
-0.238757,0.36570436,-0.76784503,-0.31438535,0.7852853,-0.2870381
-0.22035536,0.37777323,-0.7493972,-0.32922298,0.7403911,-0.17358693
-0.1631857,0.39167437,-0.74676013,-0.34400016,0.7219218,-0.23400036
-0.12698625,0.37808672,-0.7546939,-0.2987311,0.69903046,-0.22234634
-0.2606343,0.4030621,-0.69223154,-0.39286205,0.78094405,-0.15438715
-0.21988903,0.40992078,-0.7276727,-0.3471129,0.7721625,-0.22444426
-0.17331398,0.38740915,-0.7072758,-0.3539954,0.75676423,-0.2081626
-0.2710745,0.38563043,-0.72591966,-0.33020964,0.82357854,-0.24158214
-0.18960282,0.36352324,-0.69400966,-0.37186655,0.755892,-0.15335706
-0.17669648,0.37941113,-0.690399,-0.36309928,0.78943133,-0.25256693
-0.26555854,0.36850205,-0.69373524,-0.37808537,0.85422623,-0.2959095
-0.14805506,0.33443844,-0.7205402,-0.30605695,0.7550135,-0.2075646
-0.26050204,0.36285463,-0.7254133,-0.3655702,0.8218853,-0.261976
-0.15566358,0.34786427,-0.6995723,-0.3240897,0.7704906,-0.20474172
-0.291946,0.4136499,-0.7630862,-0.37202102,0.8050325,-0.2897401
-0.2481162,0.38317356,-0.7390169,-0.3247286,0.78745097,-0.20540337
-0.13986714,0.34650305,-0.6865173,-0.32528946,0.7728548,-0.2110786
-0.15952533,0.40997985,-0.7048784,-0.3419238,0.75826997,-0.2416177
-0.20433624,0.31604996,-0.69584215,-0.39072025,0.79879934,-0.21753238
-0.23147088,0.41512972,-0.7437499,-0.3580942,0.7533551,-0.2102566
-0.17050226,0.34981063,-0.72923976,-0.30501223,0.7699848,-0.24620257
-0.15420942,0.41504374,-0.74651897,-0.30840683,0.74137276,-0.29828513
-0.0995856,0.39058325,-0.7029219,-0.34254003,0.7435159,-0.29699734
-0.13650644,0.37927583,-0.7202827,-0.29498792,0.72853136,-0.18928646
-0.18324171,0.450516,-0.75305223,-0.36400315,0.744111,-0.33056933
-0.107744895,0.39200115,-0.7127251,-0.3433351,0.73905724,-0.2984634
-0.12660013,0.32684734,-0.72710454,-0.31768626,0.72995377,-0.2100707
-0.19067228,0.39260378,-0.7110286,-0.34876108,0.7591805,-0.19652072
-0.11879322,0.429753,-0.6575589,-0.33805934,0.77500486,-0.25255936
-0.14970489,0.45803243,-0.7447374,-0.31729048,0.7268838,-0.29322395
-0.14730607,0.33745316,-0.7114051,-0.3101634,0.7467198,-0.1765436
-0.19584265,0.42901546,-0.7657247,-0.32450384,0.71571136,-0.22484837
-0.27164525,0.39128318,-0.68856704,-0.33483416,0.84114206,-0.20879509
-0.2325497,0.3664084,-0.71003854,-0.37928343,0.7751385,-0.17163703
-0.20360456,0.34622553,-0.6650928,-0.37876818,0.8280834,-0.24800308
-0.12901744,0.400896,-0.7319642,-0.3442744,0.7424886,-0.32079244
