subj,optimality_rate,overcautious_rate,overrisky_rate,mean_ev_loss,heavy_rate,survival_rate,total_earnings,heavy_rate_lowT,heavy_rate_highT,threat_sensitivity_choice
56,0.8222222222222222,0.17777777777777778,0.0,0.09198409868472493,0.37777777777777777,0.5777777777777777,78,0.8,0.0,0.8
57,0.5777777777777777,0.28888888888888886,0.13333333333333333,0.34299695366128713,0.4,0.8444444444444444,82,0.5333333333333333,0.3333333333333333,0.2
58,0.6444444444444445,0.26666666666666666,0.08888888888888889,0.21496746715736106,0.37777777777777777,0.4666666666666667,65,0.7333333333333333,0.2,0.5333333333333332
59,0.6888888888888889,0.24444444444444444,0.06666666666666667,0.18161764149200896,0.37777777777777777,0.6,75,0.6,0.2,0.39999999999999997
60,0.8,0.08888888888888889,0.1111111111111111,0.1513820702007016,0.5777777777777777,0.5111111111111111,99,0.8666666666666667,0.13333333333333333,0.7333333333333334
61,0.7333333333333333,0.24444444444444444,0.022222222222222223,0.24995373786439135,0.3333333333333333,0.6,67,0.5333333333333333,0.06666666666666667,0.4666666666666667
62,0.7333333333333333,0.0,0.26666666666666666,0.23616960040345303,0.8222222222222222,0.5111111111111111,107,1.0,0.5333333333333333,0.4666666666666667
63,0.9111111111111111,0.06666666666666667,0.022222222222222223,0.04189647250508169,0.5111111111111111,0.7111111111111111,96,1.0,0.06666666666666667,0.9333333333333333
64,0.5111111111111111,0.4444444444444444,0.044444444444444446,0.4689689643825123,0.15555555555555556,0.4666666666666667,41,0.3333333333333333,0.06666666666666667,0.26666666666666666
65,0.6,0.35555555555555557,0.044444444444444446,0.31919558939881637,0.24444444444444444,0.8666666666666667,71,0.4,0.06666666666666667,0.33333333333333337
66,0.6888888888888889,0.022222222222222223,0.28888888888888886,0.26728071170044293,0.8222222222222222,0.5111111111111111,111,1.0,0.7333333333333333,0.2666666666666667
67,0.7333333333333333,0.06666666666666667,0.2,0.22305592248847875,0.6888888888888889,0.5555555555555556,89,0.9333333333333333,0.6,0.33333333333333337
68,0.7777777777777778,0.08888888888888889,0.13333333333333333,0.16090564258305762,0.6,0.6,91,0.8666666666666667,0.4,0.4666666666666667
69,0.8,0.06666666666666667,0.13333333333333333,0.151834990937006,0.6222222222222222,0.5777777777777777,94,0.9333333333333333,0.2,0.7333333333333334
