lambda,lambda_sd,mu_delta,mu_delta_sd,sigma_delta,pct_delta_positive,delta_shrinkage,n_subjects,n_trials
13.868035316467285,0.569682776927948,0.2106449156999588,0.0066518825478851795,0.1148378923535347,0.9897610921501706,0.4060333486223109,293,13094
